spawn,item,item_id,instant,fair,patient,price_date,n_sessions_spawn,creatures
Lower Spike,brown crystal splinters,16123,278,258,399,2026-09-14 21:21,1,Drillworm
Lower Spike,brown mushrooms,3725,4,3,10,2026-09-14 21:09,1,Enslaved Dwarf|Lost Thrower
Lower Spike,coal,12600,6,2,12,2026-09-14 21:32,1,Drillworm|Lost Thrower
Lower Spike,double axes,3275,450,272,899,2026-09-14 21:25,1,Behemoth
Lower Spike,dragon ham,3583,,,70,2026-09-14 21:10,1,Dragon Lord|Wyrm
Lower Spike,gold coins,,,,,,1,Behemoth|Dragon Lord|Drillworm|Enslaved Dwarf|Lost Thrower|Nightmare Scion
Lower Spike,great health potions,239,8,4,15,2026-09-14 21:18,1,Lost Thrower
Lower Spike,great mana potions,53161,36,32,,2026-06-22 22:11,1,Lost Thrower
Lower Spike,green crystal splinters,16122,361,353,396,2026-09-14 21:22,1,Drillworm
Lower Spike,green mushrooms,3732,93,88,100,2026-09-14 21:10,1,Dragon Lord
Lower Spike,iron ore,5880,410,403,492,2026-09-14 21:35,1,Enslaved Dwarf
Lower Spike,lost bracers,17853,1401,1314,1975,2026-09-14 21:35,1,Lost Thrower
Lower Spike,lumps of earth,,,,,,1,Drillworm
Lower Spike,mad froths,17854,1006,434,2875,2026-09-14 21:35,1,Lost Thrower
Lower Spike,magma clumps,16130,722,696,1700,2026-09-14 21:35,1,Vulcongra
Lower Spike,meat,3577,,,15,2026-09-14 21:10,1,Behemoth|Nightmare Scion
Lower Spike,platinum coins,,,,,,1,Behemoth|Enslaved Dwarf|Lost Thrower|Vulcongra
Lower Spike,red hair dyes,17855,150,30,485,2026-09-14 21:37,1,Lost Thrower
Lower Spike,small amethysts,3033,181,172,199,2026-09-14 21:24,1,Enslaved Dwarf
Lower Spike,small emeralds,3032,201,161,250,2026-09-14 21:24,1,Enslaved Dwarf
Lower Spike,strong health potions,236,5,3,11,2026-09-14 21:18,1,Wyrm
Lower Spike,strong mana potions,237,109,100,117,2026-09-14 21:18,1,Wyrm
Lower Spike,wyrm scales,9665,363,353,411,2026-09-14 21:39,1,Wyrm
Werehyena MS 290+,axes,3274,,,79,2026-09-14 21:25,1,Werehyaena
Werehyena MS 290+,great health potions,239,8,4,15,2026-09-14 21:18,1,Werehyaena
Werehyena MS 290+,great mana potions,53161,36,32,,2026-06-22 22:11,1,Werehyaena Shaman
Werehyena MS 290+,halberds,3269,333,274,599,2026-09-14 21:25,1,Werehyaena
Werehyena MS 290+,knives,,,,,,1,Werehyaena
Werehyena MS 290+,meat,3577,,,15,2026-09-14 21:10,1,Werehyaena
Werehyena MS 290+,platinum coins,,,,,,1,Werehyaena|Werehyaena Shaman
Werehyena MS 290+,small amethysts,3033,181,172,199,2026-09-14 21:24,1,Werehyaena Shaman
Werehyena MS 290+,werehyaena noses,33943,163,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
BOOK WORLD,gold coins,,,,,,1,Bluebeak|Lion Hydra
BOOK WORLD,platinum coins,,,,,,1,Bluebeak|Lion Hydra
Behemoth (Cyclopolis),assassin stars,7368,4,1,15,2026-09-14 21:28,1,Behemoth
Behemoth (Cyclopolis),battle stones,11447,136,128,290,2026-09-14 21:31,1,Behemoth
Behemoth (Cyclopolis),bolts,3446,2,1,3,2026-09-14 21:24,1,Dwarf Soldier
Behemoth (Cyclopolis),crossbows,3349,55,54,99,2026-09-14 21:28,1,Dragon
Behemoth (Cyclopolis),cyclops toes,9657,28,27,75,2026-09-14 21:33,1,Cyclops Smith
Behemoth (Cyclopolis),double axes,3275,450,272,899,2026-09-14 21:25,1,Behemoth
Behemoth (Cyclopolis),dragon ham,3583,,,70,2026-09-14 21:10,1,Dragon
Behemoth (Cyclopolis),dragon&#39;s tails,,,,,,1,Dragon
Behemoth (Cyclopolis),gold coins,,,,,,1,Behemoth|Cyclops|Cyclops Drone|Cyclops Smith|Dragon|Dwarf Soldier
Behemoth (Cyclopolis),meat,3577,,,15,2026-09-14 21:10,1,Behemoth|Cyclops|Cyclops Drone|Cyclops Smith
Behemoth (Cyclopolis),platinum coins,,,,,,1,Behemoth
Behemoth (Cyclopolis),shovels,3457,1,1,449,2026-09-14 21:20,1,Dwarf Soldier
Behemoth (Cyclopolis),soldier helmets,3375,,,329,2026-09-14 21:12,1,Dwarf Soldier
Behemoth (Cyclopolis),steel shields,3409,17,17,76,2026-09-14 21:20,1,Dragon
Behemoth (Cyclopolis),white mushrooms,3723,3,3,5,2026-09-14 21:10,1,Dwarf Soldier
Hellspawn (Yalahar),battle hammers,3305,112,112,115,2026-09-14 21:26,2,Plaguesmith
Hellspawn (Yalahar),dirty capes,3122,,,,,2,Plaguesmith
Hellspawn (Yalahar),gold coins,,,,,,2,Gozzler|Hellspawn|Plaguesmith
Hellspawn (Yalahar),great health potions,239,8,4,15,2026-09-14 21:18,2,Hellspawn
Hellspawn (Yalahar),hellspawn tails,10304,283,265,489,2026-09-14 21:35,2,Hellspawn
Hellspawn (Yalahar),morning stars,3282,34,34,97,2026-09-14 21:27,2,Plaguesmith
Hellspawn (Yalahar),mouldy cheeses,3120,,,1,2026-09-14 21:15,2,Plaguesmith
Hellspawn (Yalahar),pieces of iron,,,,,,2,Plaguesmith
Hellspawn (Yalahar),plate shields,3410,10,10,,2026-09-14 21:19,2,Gozzler
Hellspawn (Yalahar),steel shields,3409,17,17,76,2026-09-14 21:20,2,Plaguesmith
Hellspawn (Yalahar),two handed swords,3265,242,238,390,2026-09-14 21:30,2,Plaguesmith
Werehayena hunt,axes,3274,,,79,2026-09-14 21:25,1,Werehyaena
Werehayena hunt,great health potions,239,8,4,15,2026-09-14 21:18,1,Werehyaena
Werehayena hunt,great mana potions,53161,36,32,,2026-06-22 22:11,1,Werehyaena Shaman
Werehayena hunt,halberds,3269,333,274,599,2026-09-14 21:25,1,Werehyaena
Werehayena hunt,knives,,,,,,1,Werehyaena
Werehayena hunt,meat,3577,,,15,2026-09-14 21:10,1,Werehyaena
Werehayena hunt,platinum coins,,,,,,1,Werehyaena|Werehyaena Shaman
Werehayena hunt,small amethysts,3033,181,172,199,2026-09-14 21:24,1,Werehyaena Shaman
Werehayena hunt,werehyaena noses,33943,163,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
Grim Reaper (Yalahar),demonic essence,6499,922,805,1000,2026-09-14 21:33,2,Grim Reaper
Grim Reaper (Yalahar),flasks of demonic blood,,,,,,2,Grim Reaper
Grim Reaper (Yalahar),gold coins,,,,,,2,Grim Reaper
Medusa Tower,assassin stars,7368,4,1,15,2026-09-14 21:28,1,Behemoth
Medusa Tower,battle stones,11447,136,128,290,2026-09-14 21:31,1,Behemoth
Medusa Tower,blank runes,3147,9,6,,2026-09-14 21:19,1,Clay Guardian
Medusa Tower,double axes,3275,450,272,899,2026-09-14 21:25,1,Behemoth
Medusa Tower,fish,3578,,,4,2026-09-14 21:10,1,Omnivora
Medusa Tower,gold coins,,,,,,1,Behemoth|Clay Guardian|Gargoyle|Medusa|Omnivora|Serpent Spawn
Medusa Tower,great mana potions,53161,36,32,,2026-06-22 22:11,1,Medusa
Medusa Tower,green mushrooms,3732,93,88,100,2026-09-14 21:10,1,Serpent Spawn
Medusa Tower,ham,3582,,,15,2026-09-14 21:10,1,Omnivora
Medusa Tower,lumps of earth,,,,,,1,Clay Guardian
Medusa Tower,meat,3577,,,15,2026-09-14 21:10,1,Behemoth
Medusa Tower,platinum coins,,,,,,1,Behemoth|Medusa
Medusa Tower,potatoes,,,,,,1,Gargoyle
Medusa Tower,small sapphires,3029,240,214,249,2026-09-14 21:24,1,Serpent Spawn
Medusa Tower,small stones,1781,5,5,137,2026-09-14 21:28,1,Clay Guardian|Gargoyle|Stone Golem
Medusa Tower,snake skins,9694,211,176,394,2026-09-14 21:37,1,Serpent Spawn
Medusa Tower,stone wings,10278,796,796,1320,2026-09-14 21:38,1,Gargoyle
Medusa Tower,strands of medusa hair,,,,,,1,Medusa
Medusa Tower,sulphurous stones,10315,105,100,242,2026-09-14 21:38,1,Stone Golem
Medusa Tower,ultimate health potions,7643,100,89,109,2026-09-14 21:18,1,Medusa
Medusa Tower,white mushrooms,3723,3,3,5,2026-09-14 21:10,1,Omnivora
Sea serpent (Svargrond),dragon ham,3583,,,70,2026-09-14 21:10,1,Sea Serpent
Sea serpent (Svargrond),gold coins,,,,,,1,Sea Serpent|Young Sea Serpent
Sea serpent (Svargrond),morning stars,3282,34,34,97,2026-09-14 21:27,1,Young Sea Serpent
Sea serpent (Svargrond),platinum coins,,,,,,1,Sea Serpent
Sea serpent (Svargrond),sea serpent scales,9666,367,362,598,2026-09-14 21:37,1,Sea Serpent
STONFIN 0908,cheese,3607,,,60,2026-09-14 21:09,1,Corym Charlatan|Corym Skirmisher
STONFIN 0908,coal,12600,6,2,12,2026-09-14 21:32,1,Stonerefiner
STONFIN 0908,fish,3578,,,4,2026-09-14 21:10,1,Marsh Stalker
STONFIN 0908,globs of acid slime,,,,,,1,Stonerefiner
STONFIN 0908,gold coins,,,,,,1,Corym Charlatan|Corym Skirmisher|Marsh Stalker|Swampling|Tarantula
STONFIN 0908,half-digested stones,27369,67,35,683,2026-09-14 21:34,1,Stonerefiner
STONFIN 0908,meat,3577,,,15,2026-09-14 21:10,1,Marsh Stalker
STONFIN 0908,nothing ,,,,,,1,Snake
STONFIN 0908,pieces of swampling wood,,,,,,1,Swampling
STONFIN 0908,platinum coins,,,,,,1,Stonerefiner
STONFIN 0908,poisonous slime,9640,31,28,49,2026-09-14 21:36,1,Stonerefiner
STONFIN 0908,rare earth,27301,20,19,75,2026-09-14 21:37,1,Stonerefiner
STONFIN 0908,rat cheese,17821,,,400,2026-09-14 21:10,1,Corym Charlatan|Corym Skirmisher
STONFIN 0908,rat cheese and stonerefiner&#39;s skulls ,,,,,,1,Stonerefiner
STONFIN 0908,soft cheese,17820,,,5,2026-09-14 21:10,1,Corym Charlatan|Corym Skirmisher
STONFIN 0908,swampling mosses,,,,,,1,Swampling
STONFIN 0908,tarantula eggs,10281,91,90,279,2026-09-14 21:38,1,Tarantula
STONFIN 0908,white mushrooms,3723,3,3,5,2026-09-14 21:10,1,Swampling
STONFIN 0908,worms,3492,1,1,15,2026-09-14 21:39,1,Marsh Stalker
Glooth Plains - Surface (Oramond),globs of glooth,,,,,,1,Devourer|Glooth Blob|Rot Elemental
Glooth Plains - Surface (Oramond),gold coins,,,,,,1,Blood Beast|Devourer|Glooth Blob|Rot Elemental
Glooth Plains - Surface (Oramond),platinum coins,,,,,,1,Devourer|Rot Elemental
Glooth Plains - Surface (Oramond),poisoned fangs,21195,861,837,1090,2026-09-14 21:36,1,Blood Beast
Glooth Plains - Surface (Oramond),slime hearts,21194,104,98,156,2026-09-14 21:37,1,Blood Beast
Glooth Plains - Surface (Oramond),strong health potions,236,5,3,11,2026-09-14 21:18,1,Rot Elemental
Glooth Plains - Surface (Oramond),strong mana potions,237,109,100,117,2026-09-14 21:18,1,Rot Elemental
Glooth Tower,fish,3578,,,4,2026-09-14 21:10,1,Quara Hydromancer Scout
Glooth Tower,globs of glooth,,,,,,1,Devourer|Rot Elemental
Glooth Tower,glooth injection tubes,21103,1451,550,1660,2026-09-14 21:34,1,Glooth Golem
Glooth Tower,gold coins,,,,,,1,Blood Beast|Devourer|Glooth Golem|Quara Constrictor Scout|Quara Hydromancer Scout|Quara Pincher Scout
Glooth Tower,great mana potions,53161,36,32,,2026-06-22 22:11,1,Glooth Golem
Glooth Tower,necromantic rust,21196,1800,1337,2089,2026-09-14 21:36,1,Rustheap Golem
Glooth Tower,platinum coins,,,,,,1,Devourer|Glooth Golem|Rot Elemental|Rustheap Golem
Glooth Tower,poisoned fangs,21195,861,837,1090,2026-09-14 21:36,1,Blood Beast
Glooth Tower,quara bones,11491,477,460,600,2026-09-14 21:37,1,Quara Predator Scout
Glooth Tower,quara eyes,11488,1205,699,1949,2026-09-14 21:37,1,Quara Hydromancer Scout
Glooth Tower,quara pincers,11490,801,356,1997,2026-09-14 21:37,1,Quara Pincher Scout
Glooth Tower,quara tentacles,11487,900,785,1375,2026-09-14 21:37,1,Quara Constrictor Scout
Glooth Tower,shrimp,3581,2,1,14,2026-09-14 21:10,1,Quara Constrictor Scout|Quara Hydromancer Scout
Glooth Tower,slime hearts,21194,104,98,156,2026-09-14 21:37,1,Blood Beast
Glooth Tower,strong health potions,236,5,3,11,2026-09-14 21:18,1,Rot Elemental
Glooth Tower,strong mana potions,237,109,100,117,2026-09-14 21:18,1,Rot Elemental
Gnomegate Lava Hot Spot,bananas,3587,,,8,2026-09-14 21:09,1,Vulcongra
Gnomegate Lava Hot Spot,dragon ham,3583,,,70,2026-09-14 21:10,1,Dragon Lord
Gnomegate Lava Hot Spot,gold coins,,,,,,1,Dragon Lord|Massive Fire Elemental|Vulcongra
Gnomegate Lava Hot Spot,green mushrooms,3732,93,88,100,2026-09-14 21:10,1,Dragon Lord
Gnomegate Lava Hot Spot,magma clumps,16130,722,696,1700,2026-09-14 21:35,1,Vulcongra
Gnomegate Lava Hot Spot,platinum coins,,,,,,1,Massive Fire Elemental|Vulcongra
Haunted Mansion,brown crystal splinters,16123,278,258,399,2026-09-14 21:21,1,Gazer Spectre
Haunted Mansion,halberds,3269,333,274,599,2026-09-14 21:25,1,Thanatursus
Haunted Mansion,ham,3582,,,15,2026-09-14 21:10,1,Thanatursus
Haunted Mansion,meat,3577,,,15,2026-09-14 21:10,1,Thanatursus
Haunted Mansion,platinum coins,,,,,,1,Gazer Spectre|Thanatursus
Haunted Mansion,small diamonds,3028,256,241,300,2026-09-14 21:24,1,Gazer Spectre
Haunted Mansion,small sapphires,3029,240,214,249,2026-09-14 21:24,1,Gazer Spectre
Buster Spectre Darashia,great spirit potions,7642,131,110,152,2026-09-14 21:18,1,Burster Spectre
Buster Spectre Darashia,platinum coins,,,,,,1,Burster Spectre
Darklight,brass helmets,3354,26,26,40,2026-09-14 21:11,1,Zombie
Darklight,crystal coins,,,,,,1,Darklight Matter|Darklight Source|Darklight Striker|Walking Pillar
Darklight,gold coins,,,,,,1,Ghoul|Zombie
Darklight,half-eaten brains,9659,1301,1266,2328,2026-09-14 21:34,1,Zombie
Darklight,rotten pieces of cloth,,,,,,1,Ghoul
Darklight,small topazes,,,,,,1,Darklight Striker
Darklight,unstable darklight matter,,,,,,1,Darklight Matter|Darklight Striker
Darklight,worms,3492,1,1,15,2026-09-14 21:39,1,Ghoul
Darklight,yellow darklight matter,,,,,,1,Darklight Source|Walking Pillar
DUO 277EM + 250EK,flasks of embalming fluid,,,,,,1,Mummy
DUO 277EM + 250EK,gauze bandages,9649,680,617,1099,2026-09-14 21:34,1,Mummy
DUO 277EM + 250EK,gold coins,,,,,,1,Mummy
DUO 277EM + 250EK,great spirit potions,7642,131,110,152,2026-09-14 21:18,1,Burster Spectre
DUO 277EM + 250EK,ham,3582,,,15,2026-09-14 21:10,1,Lion
DUO 277EM + 250EK,meat,3577,,,15,2026-09-14 21:10,1,Lion
DUO 277EM + 250EK,platinum coins,,,,,,1,Burster Spectre
DUO 277EM + 250EK,worms,3492,1,1,15,2026-09-14 21:39,1,Mummy
Buried Cathedral -3,brown crystal splinters,16123,278,258,399,2026-09-14 21:21,1,Gazer Spectre
Buried Cathedral -3,great spirit potions,7642,131,110,152,2026-09-14 21:18,1,Arachnophobica|Burster Spectre|Ripper Spectre
Buried Cathedral -3,platinum coins,,,,,,1,Arachnophobica|Burster Spectre|Gazer Spectre|Ripper Spectre
Buried Cathedral -3,small diamonds,3028,256,241,300,2026-09-14 21:24,1,Gazer Spectre
Buried Cathedral -3,small sapphires,3029,240,214,249,2026-09-14 21:24,1,Gazer Spectre
Buried Cathedral -3,two handed swords,3265,242,238,390,2026-09-14 21:30,1,Ripper Spectre
"Duo buried -2 ED, EK",brown crystal splinters,16123,278,258,399,2026-09-14 21:21,1,Gazer Spectre
"Duo buried -2 ED, EK",great spirit potions,7642,131,110,152,2026-09-14 21:18,1,Arachnophobica|Burster Spectre|Ripper Spectre
"Duo buried -2 ED, EK",platinum coins,,,,,,1,Arachnophobica|Burster Spectre|Gazer Spectre|Ripper Spectre
"Duo buried -2 ED, EK",small diamonds,3028,256,241,300,2026-09-14 21:24,1,Gazer Spectre
"Duo buried -2 ED, EK",small sapphires,3029,240,214,249,2026-09-14 21:24,1,Gazer Spectre
"Duo buried -2 ED, EK",two handed swords,3265,242,238,390,2026-09-14 21:30,1,Ripper Spectre
Duo burried cathedral,brown crystal splinters,16123,278,258,399,2026-09-14 21:21,1,Gazer Spectre
Duo burried cathedral,great spirit potions,7642,131,110,152,2026-09-14 21:18,1,Arachnophobica|Burster Spectre|Ripper Spectre
Duo burried cathedral,platinum coins,,,,,,1,Arachnophobica|Burster Spectre|Gazer Spectre|Ripper Spectre
Duo burried cathedral,small diamonds,3028,256,241,300,2026-09-14 21:24,1,Gazer Spectre
Duo burried cathedral,small sapphires,3029,240,214,249,2026-09-14 21:24,1,Gazer Spectre
Duo burried cathedral,two handed swords,3265,242,238,390,2026-09-14 21:30,1,Ripper Spectre
"Calassa (Massive Water Elemental, Quara)",fish,3578,,,4,2026-09-14 21:10,1,Massive Water Elemental
"Calassa (Massive Water Elemental, Quara)",gold coins,,,,,,1,Massive Water Elemental|Quara Constrictor|Quara Hydromancer|Quara Mantassin|Quara Pincher|Quara Predator
"Calassa (Massive Water Elemental, Quara)",great health potions,239,8,4,15,2026-09-14 21:18,1,Massive Water Elemental|Quara Pincher
"Calassa (Massive Water Elemental, Quara)",great mana potions,53161,36,32,,2026-06-22 22:11,1,Massive Water Elemental
"Calassa (Massive Water Elemental, Quara)",mantassin tails,11489,939,932,1275,2026-09-14 21:35,1,Quara Mantassin
"Calassa (Massive Water Elemental, Quara)",platinum coins,,,,,,1,Massive Water Elemental|Quara Pincher
"Calassa (Massive Water Elemental, Quara)",quara bones,11491,477,460,600,2026-09-14 21:37,1,Quara Predator
"Calassa (Massive Water Elemental, Quara)",quara eyes,11488,1205,699,1949,2026-09-14 21:37,1,Quara Hydromancer
"Calassa (Massive Water Elemental, Quara)",quara pincers,11490,801,356,1997,2026-09-14 21:37,1,Quara Pincher
"Calassa (Massive Water Elemental, Quara)",quara tentacles,11487,900,785,1375,2026-09-14 21:37,1,Quara Constrictor
Quaras duo,platinum coins,,,,,,1,Quara Looter|Quara Plunderer|Quara Raider
Quara (bestiary),platinum coins,,,,,,1,Quara Looter|Quara Plunderer|Quara Raider
Podzilla Quaras,platinum coins,,,,,,5,Quara Looter|Quara Plunderer|Quara Raider
Quaras Podzilla,platinum coins,,,,,,3,Quara Looter|Quara Plunderer|Quara Raider
Teste 1 Quara Podizilla,platinum coins,,,,,,1,Quara Looter|Quara Plunderer|Quara Raider
Teste 2 Quara Podizilla,platinum coins,,,,,,1,Quara Looter|Quara Plunderer|Quara Raider
Werehyena (South) - 40min/371lvl,axes,3274,,,79,2026-09-14 21:25,1,Werehyaena
Werehyena (South) - 40min/371lvl,great health potions,239,8,4,15,2026-09-14 21:18,1,Werehyaena
Werehyena (South) - 40min/371lvl,great mana potions,53161,36,32,,2026-06-22 22:11,1,Werehyaena Shaman
Werehyena (South) - 40min/371lvl,halberds,3269,333,274,599,2026-09-14 21:25,1,Werehyaena
Werehyena (South) - 40min/371lvl,knives,,,,,,1,Werehyaena
Werehyena (South) - 40min/371lvl,meat,3577,,,15,2026-09-14 21:10,1,Werehyaena
Werehyena (South) - 40min/371lvl,platinum coins,,,,,,1,Werehyaena|Werehyaena Shaman
Werehyena (South) - 40min/371lvl,small amethysts,3033,181,172,199,2026-09-14 21:24,1,Werehyaena Shaman
Werehyena (South) - 40min/371lvl,werehyaena noses,33943,163,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
Darashia Werehyena South,axes,3274,,,79,2026-09-14 21:25,1,Werehyaena
Darashia Werehyena South,great health potions,239,8,4,15,2026-09-14 21:18,1,Werehyaena
Darashia Werehyena South,great mana potions,53161,36,32,,2026-06-22 22:11,1,Werehyaena Shaman
Darashia Werehyena South,halberds,3269,333,274,599,2026-09-14 21:25,1,Werehyaena
Darashia Werehyena South,knives,,,,,,1,Werehyaena
Darashia Werehyena South,meat,3577,,,15,2026-09-14 21:10,1,Werehyaena
Darashia Werehyena South,platinum coins,,,,,,1,Werehyaena|Werehyaena Shaman
Darashia Werehyena South,small amethysts,3033,181,172,199,2026-09-14 21:24,1,Werehyaena Shaman
Darashia Werehyena South,werehyaena noses,33943,163,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
Darashia Werehyena North,axes,3274,,,79,2026-09-14 21:25,1,Werehyaena
Darashia Werehyena North,great health potions,239,8,4,15,2026-09-14 21:18,1,Werehyaena
Darashia Werehyena North,great mana potions,53161,36,32,,2026-06-22 22:11,1,Werehyaena Shaman
Darashia Werehyena North,halberds,3269,333,274,599,2026-09-14 21:25,1,Werehyaena
Darashia Werehyena North,knives,,,,,,1,Werehyaena
Darashia Werehyena North,meat,3577,,,15,2026-09-14 21:10,1,Werehyaena
Darashia Werehyena North,meat and worms ,,,,,,1,Hyaena
Darashia Werehyena North,platinum coins,,,,,,1,Werehyaena|Werehyaena Shaman
Darashia Werehyena North,small amethysts,3033,181,172,199,2026-09-14 21:24,1,Werehyaena Shaman
Darashia Werehyena North,werehyaena noses,33943,163,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
Werelions -2,axes,3274,,,79,2026-09-14 21:25,3,White Lion
Werelions -2,dark armors,3383,121,11,298,2026-09-14 21:01,3,Werelion
Werelions -2,gold coins,,,,,,3,Werelioness
Werelions -2,great spirit potions,7642,131,110,152,2026-09-14 21:18,3,Werelion|White Lion
Werelions -2,ham,3582,,,15,2026-09-14 21:10,3,Werelioness
Werelions -2,leather boots,3552,,,,,3,White Lion
Werelions -2,lion&#39;s manes,,,,,,3,Werelion|Werelioness|White Lion
Werelions -2,meat,3577,,,15,2026-09-14 21:10,3,Werelioness
Werelions -2,platinum coins,,,,,,3,Werelion|Werelioness|White Lion
Werelions -2,rapiers,3272,,,15,2026-09-14 21:29,3,Werelioness
Werelions -2,soul orbs,5944,22,20,30,2026-09-14 21:24,3,Werelioness
Werelions -2,terra boots,813,2354,2203,2799,2026-09-14 21:03,3,White Lion
Werelions -2,twin hooks,10392,160,152,470,2026-09-14 21:30,3,White Lion
Werelions -1,axes,3274,,,79,2026-09-14 21:25,3,White Lion
Werelions -1,dark armors,3383,121,11,298,2026-09-14 21:01,3,Werelion
Werelions -1,gold coins,,,,,,3,Werelioness
Werelions -1,great spirit potions,7642,131,110,152,2026-09-14 21:18,3,Werelion|White Lion
Werelions -1,ham,3582,,,15,2026-09-14 21:10,3,Werelioness
Werelions -1,leather boots,3552,,,,,3,White Lion
Werelions -1,lion&#39;s manes,,,,,,3,Werelion|Werelioness|White Lion
Werelions -1,meat,3577,,,15,2026-09-14 21:10,3,Werelioness
Werelions -1,platinum coins,,,,,,3,Werelion|Werelioness|White Lion
Werelions -1,rapiers,3272,,,15,2026-09-14 21:29,3,Werelioness
Werelions -1,soul orbs,5944,22,20,30,2026-09-14 21:24,3,Werelioness
Werelions -1,terra boots,813,2354,2203,2799,2026-09-14 21:03,3,White Lion
Werelions -1,twin hooks,10392,160,152,470,2026-09-14 21:30,3,White Lion
|Rapid| Werelions -2,axes,3274,,,79,2026-09-14 21:25,1,White Lion
|Rapid| Werelions -2,dark armors,3383,121,11,298,2026-09-14 21:01,1,Werelion
|Rapid| Werelions -2,gold coins,,,,,,1,Werelioness
|Rapid| Werelions -2,great spirit potions,7642,131,110,152,2026-09-14 21:18,1,Werelion|White Lion
|Rapid| Werelions -2,ham,3582,,,15,2026-09-14 21:10,1,Werelioness
|Rapid| Werelions -2,leather boots,3552,,,,,1,White Lion
|Rapid| Werelions -2,lion&#39;s manes,,,,,,1,Werelion|Werelioness|White Lion
|Rapid| Werelions -2,meat,3577,,,15,2026-09-14 21:10,1,Werelioness
|Rapid| Werelions -2,platinum coins,,,,,,1,Werelion|Werelioness|White Lion
|Rapid| Werelions -2,rapiers,3272,,,15,2026-09-14 21:29,1,Werelioness
|Rapid| Werelions -2,soul orbs,5944,22,20,30,2026-09-14 21:24,1,Werelioness
|Rapid| Werelions -2,terra boots,813,2354,2203,2799,2026-09-14 21:03,1,White Lion
|Rapid| Werelions -2,twin hooks,10392,160,152,470,2026-09-14 21:30,1,White Lion
|Rapid| Werelions -1,axes,3274,,,79,2026-09-14 21:25,2,White Lion
|Rapid| Werelions -1,dark armors,3383,121,11,298,2026-09-14 21:01,2,Werelion
|Rapid| Werelions -1,gold coins,,,,,,2,Werelioness
|Rapid| Werelions -1,great spirit potions,7642,131,110,152,2026-09-14 21:18,2,Werelion|White Lion
|Rapid| Werelions -1,ham,3582,,,15,2026-09-14 21:10,2,Werelioness
|Rapid| Werelions -1,leather boots,3552,,,,,2,White Lion
|Rapid| Werelions -1,lion&#39;s manes,,,,,,2,Werelion|Werelioness|White Lion
|Rapid| Werelions -1,meat,3577,,,15,2026-09-14 21:10,2,Werelioness
|Rapid| Werelions -1,platinum coins,,,,,,2,Werelion|Werelioness|White Lion
|Rapid| Werelions -1,rapiers,3272,,,15,2026-09-14 21:29,2,Werelioness
|Rapid| Werelions -1,soul orbs,5944,22,20,30,2026-09-14 21:24,2,Werelioness
|Rapid| Werelions -1,terra boots,813,2354,2203,2799,2026-09-14 21:03,2,White Lion
|Rapid| Werelions -1,twin hooks,10392,160,152,470,2026-09-14 21:30,2,White Lion
|Double| Werelions -1,axes,3274,,,79,2026-09-14 21:25,1,White Lion
|Double| Werelions -1,dark armors,3383,121,11,298,2026-09-14 21:01,1,Werelion
|Double| Werelions -1,gold coins,,,,,,1,Werelioness
|Double| Werelions -1,great spirit potions,7642,131,110,152,2026-09-14 21:18,1,Werelion|White Lion
|Double| Werelions -1,ham,3582,,,15,2026-09-14 21:10,1,Werelioness
|Double| Werelions -1,leather boots,3552,,,,,1,White Lion
|Double| Werelions -1,lion&#39;s manes,,,,,,1,Werelion|Werelioness|White Lion
|Double| Werelions -1,meat,3577,,,15,2026-09-14 21:10,1,Werelioness
|Double| Werelions -1,platinum coins,,,,,,1,Werelion|Werelioness|White Lion
|Double| Werelions -1,rapiers,3272,,,15,2026-09-14 21:29,1,Werelioness
|Double| Werelions -1,soul orbs,5944,22,20,30,2026-09-14 21:24,1,Werelioness
|Double| Werelions -1,terra boots,813,2354,2203,2799,2026-09-14 21:03,1,White Lion
|Double| Werelions -1,twin hooks,10392,160,152,470,2026-09-14 21:30,1,White Lion
Werelions,axes,3274,,,79,2026-09-14 21:25,1,White Lion
Werelions,dark armors,3383,121,11,298,2026-09-14 21:01,1,Werelion
Werelions,gold coins,,,,,,1,Werelioness
Werelions,great spirit potions,7642,131,110,152,2026-09-14 21:18,1,Werelion|White Lion
Werelions,ham,3582,,,15,2026-09-14 21:10,1,Werelioness
Werelions,leather boots,3552,,,,,1,White Lion
Werelions,lion&#39;s manes,,,,,,1,Werelion|Werelioness|White Lion
Werelions,meat,3577,,,15,2026-09-14 21:10,1,Werelioness
Werelions,platinum coins,,,,,,1,Werelion|Werelioness|White Lion
Werelions,rapiers,3272,,,15,2026-09-14 21:29,1,Werelioness
Werelions,soul orbs,5944,22,20,30,2026-09-14 21:24,1,Werelioness
Werelions,terra boots,813,2354,2203,2799,2026-09-14 21:03,1,White Lion
Werelions,twin hooks,10392,160,152,470,2026-09-14 21:30,1,White Lion
werelions,axes,3274,,,79,2026-09-14 21:25,2,White Lion
werelions,dark armors,3383,121,11,298,2026-09-14 21:01,2,Werelion
werelions,gold coins,,,,,,2,Crocodile|Cunning Werepanther|Feral Werecrocodile|Killer Caiman|Werecrocodile|Werelioness
